"record","kind","title","metric_kind","method","training_seed","budget","episode_or_checkpoint","evaluation_seed","return","success","length","real_interactions","updates","planning_updates","wall_ms","status","text"
"23e114ca-e0bc-4f6f-8517-6e7425086e4a","experiment","My island","training","q","11","600","25","","0.7","true","7","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"23e114ca-e0bc-4f6f-8517-6e7425086e4a","experiment","My island","training","q","11","600","26","","0.8","true","5","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"23e114ca-e0bc-4f6f-8517-6e7425086e4a","experiment","My island","training","q","11","600","27","","0.8","true","5","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"23e114ca-e0bc-4f6f-8517-6e7425086e4a","experiment","My island","training","q","11","600","28","","0.8","true","5","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"23e114ca-e0bc-4f6f-8517-6e7425086e4a","experiment","My island","training","q","11","600","29","","0.7","true","7","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"23e114ca-e0bc-4f6f-8517-6e7425086e4a","experiment","My island","training","q","11","600","30","","0.75","true","6","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"23e114ca-e0bc-4f6f-8517-6e7425086e4a","experiment","My island","training","q","11","600","31","","0.7","true","7","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"23e114ca-e0bc-4f6f-8517-6e7425086e4a","experiment","My island","training","q","11","600","32","","0.55","true","10","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"23e114ca-e0bc-4f6f-8517-6e7425086e4a","experiment","My island","training","q","11","600","33","","0.8","true","5","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"23e114ca-e0bc-4f6f-8517-6e7425086e4a","experiment","My island","training","q","11","600","34","","0.7","true","7","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"23e114ca-e0bc-4f6f-8517-6e7425086e4a","experiment","My island","training","q","11","600","35","","0.8","true","5","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"23e114ca-e0bc-4f6f-8517-6e7425086e4a","experiment","My island","training","q","11","600","36","","0.7","true","7","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"23e114ca-e0bc-4f6f-8517-6e7425086e4a","experiment","My island","training","q","11","600","37","","0.65","true","8","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"23e114ca-e0bc-4f6f-8517-6e7425086e4a","experiment","My island","training","q","11","600","38","","0.4","true","13","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"23e114ca-e0bc-4f6f-8517-6e7425086e4a","experiment","My island","training","q","11","600","39","","0.8","true","5","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"23e114ca-e0bc-4f6f-8517-6e7425086e4a","experiment","My island","training","q","11","600","40","","0.7","true","7","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"23e114ca-e0bc-4f6f-8517-6e7425086e4a","experiment","My island","training","q","11","600","41","","0.8","true","5","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"23e114ca-e0bc-4f6f-8517-6e7425086e4a","experiment","My island","training","q","11","600","42","","0.8","true","5","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"23e114ca-e0bc-4f6f-8517-6e7425086e4a","experiment","My island","training","q","11","600","43","","0.75","true","6","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"23e114ca-e0bc-4f6f-8517-6e7425086e4a","experiment","My island","training","q","11","600","44","","0.65","true","8","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"23e114ca-e0bc-4f6f-8517-6e7425086e4a","experiment","My island","training","q","11","600","45","","0.65","true","8","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"23e114ca-e0bc-4f6f-8517-6e7425086e4a","experiment","My island","training","q","11","600","46","","0.8","true","5","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"23e114ca-e0bc-4f6f-8517-6e7425086e4a","experiment","My island","training","q","11","600","47","","0.7","true","7","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"23e114ca-e0bc-4f6f-8517-6e7425086e4a","experiment","My island","training","q","11","600","48","","0.8","true","5","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"23e114ca-e0bc-4f6f-8517-6e7425086e4a","experiment","My island","training","q","11","600","49","","0.8","true","5","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"23e114ca-e0bc-4f6f-8517-6e7425086e4a","experiment","My island","training","q","11","600","50","","0.8","true","5","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"23e114ca-e0bc-4f6f-8517-6e7425086e4a","experiment","My island","training","q","11","600","51","","0.8","true","5","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"23e114ca-e0bc-4f6f-8517-6e7425086e4a","experiment","My island","training","q","11","600","52","","0.8","true","5","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"23e114ca-e0bc-4f6f-8517-6e7425086e4a","experiment","My island","training","q","11","600","53","","0.7","true","7","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"23e114ca-e0bc-4f6f-8517-6e7425086e4a","experiment","My island","training","q","11","600","54","","0.8","true","5","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"23e114ca-e0bc-4f6f-8517-6e7425086e4a","experiment","My island","training","q","11","600","55","","0.8","true","5","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"23e114ca-e0bc-4f6f-8517-6e7425086e4a","experiment","My island","training","q","11","600","56","","0.8","true","5","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"23e114ca-e0bc-4f6f-8517-6e7425086e4a","experiment","My island","training","q","11","600","57","","0.8","true","5","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"23e114ca-e0bc-4f6f-8517-6e7425086e4a","experiment","My island","training","q","11","600","58","","0.8","true","5","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"23e114ca-e0bc-4f6f-8517-6e7425086e4a","experiment","My island","training","q","11","600","59","","0.7","true","7","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"23e114ca-e0bc-4f6f-8517-6e7425086e4a","experiment","My island","training","q","11","600","60","","0.8","true","5","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"23e114ca-e0bc-4f6f-8517-6e7425086e4a","experiment","My island","training","q","11","600","61","","0.75","true","6","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"23e114ca-e0bc-4f6f-8517-6e7425086e4a","experiment","My island","training","q","11","600","62","","0.55","true","10","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"23e114ca-e0bc-4f6f-8517-6e7425086e4a","experiment","My island","training","q","11","600","63","","0.6000000000000001","true","9","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"23e114ca-e0bc-4f6f-8517-6e7425086e4a","experiment","My island","training","q","11","600","64","","0.8","true","5","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"23e114ca-e0bc-4f6f-8517-6e7425086e4a","experiment","My island","training","q","11","600","65","","0.75","true","6","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"23e114ca-e0bc-4f6f-8517-6e7425086e4a","experiment","My island","training","q","11","600","66","","0.65","true","8","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"23e114ca-e0bc-4f6f-8517-6e7425086e4a","experiment","My island","training","q","11","600","67","","0.75","true","6","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"23e114ca-e0bc-4f6f-8517-6e7425086e4a","experiment","My island","training","q","11","600","68","","0.7","true","7","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"23e114ca-e0bc-4f6f-8517-6e7425086e4a","experiment","My island","training","q","11","600","69","","0.7","true","7","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"23e114ca-e0bc-4f6f-8517-6e7425086e4a","experiment","My island","training","q","11","600","70","","0.8","true","5","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"23e114ca-e0bc-4f6f-8517-6e7425086e4a","experiment","My island","training","q","11","600","71","","0.7","true","7","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"23e114ca-e0bc-4f6f-8517-6e7425086e4a","experiment","My island","training","q","11","600","72","","0.7","true","7","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"23e114ca-e0bc-4f6f-8517-6e7425086e4a","experiment","My island","training","q","11","600","73","","0.8","true","5","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"23e114ca-e0bc-4f6f-8517-6e7425086e4a","experiment","My island","training","q","11","600","74","","0.7","true","7","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"23e114ca-e0bc-4f6f-8517-6e7425086e4a","experiment","My island","training","q","11","600","75","","0.75","true","6","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"23e114ca-e0bc-4f6f-8517-6e7425086e4a","experiment","My island","training","q","11","600","76","","0.8","true","5","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"23e114ca-e0bc-4f6f-8517-6e7425086e4a","experiment","My island","training","q","11","600","77","","0.8","true","5","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"23e114ca-e0bc-4f6f-8517-6e7425086e4a","experiment","My island","training","q","11","600","78","","0.7","true","7","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"23e114ca-e0bc-4f6f-8517-6e7425086e4a","experiment","My island","training","q","11","600","79","","0.75","true","6","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"23e114ca-e0bc-4f6f-8517-6e7425086e4a","experiment","My island","training","q","11","600","80","","0.7","true","7","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"23e114ca-e0bc-4f6f-8517-6e7425086e4a","experiment","My island","training","q","11","600","81","","-0.1","false","2","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=true"
"23e114ca-e0bc-4f6f-8517-6e7425086e4a","experiment","My island","frozen-evaluation","q","11","600","1","2918421417","0.8","true","5","600","0","0","","known","Frozen greedy policy; epsilon 0; ties up, right, down, left"
"23e114ca-e0bc-4f6f-8517-6e7425086e4a","experiment","My island","frozen-evaluation","q","11","600","2","2901643798","0.8","true","5","600","0","0","","known","Frozen greedy policy; epsilon 0; ties up, right, down, left"
"23e114ca-e0bc-4f6f-8517-6e7425086e4a","experiment","My island","frozen-evaluation","q","11","600","3","2884866179","0.8","true","5","600","0","0","","known","Frozen greedy policy; epsilon 0; ties up, right, down, left"
"23e114ca-e0bc-4f6f-8517-6e7425086e4a","experiment","My island","frozen-evaluation","q","11","600","4","2868088560","0.8","true","5","600","0","0","","known","Frozen greedy policy; epsilon 0; ties up, right, down, left"
"23e114ca-e0bc-4f6f-8517-6e7425086e4a","experiment","My island","frozen-evaluation","q","11","600","5","2985531893","0.8","true","5","600","0","0","","known","Frozen greedy policy; epsilon 0; ties up, right, down, left"
"020c2a17-9b8e-4feb-8751-e6f65f0ca264","expedition","My island","prediction","q","11","","","","","","","","","","","","Developer QA prediction saved before real training; not student evidence."
"020c2a17-9b8e-4feb-8751-e6f65f0ca264","expedition","My island","reflection","","","","","","","","","","","","","ungraded","QA reflection <img src=x onerror=alert(1)> = not graded."
"020c2a17-9b8e-4feb-8751-e6f65f0ca264","expedition","My island","training","q","11","600","0","","0.65","true","8","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"020c2a17-9b8e-4feb-8751-e6f65f0ca264","expedition","My island","training","q","11","600","1","","0.75","true","6","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"020c2a17-9b8e-4feb-8751-e6f65f0ca264","expedition","My island","training","q","11","600","2","","-1.5999999999999988","true","53","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"020c2a17-9b8e-4feb-8751-e6f65f0ca264","expedition","My island","training","q","11","600","3","","0.75","true","6","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"020c2a17-9b8e-4feb-8751-e6f65f0ca264","expedition","My island","training","q","11","600","4","","0.29999999999999993","true","15","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"020c2a17-9b8e-4feb-8751-e6f65f0ca264","expedition","My island","training","q","11","600","5","","0.75","true","6","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"020c2a17-9b8e-4feb-8751-e6f65f0ca264","expedition","My island","training","q","11","600","6","","0.29999999999999993","true","15","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"020c2a17-9b8e-4feb-8751-e6f65f0ca264","expedition","My island","training","q","11","600","7","","0.04999999999999971","true","20","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"020c2a17-9b8e-4feb-8751-e6f65f0ca264","expedition","My island","training","q","11","600","8","","0.75","true","6","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"020c2a17-9b8e-4feb-8751-e6f65f0ca264","expedition","My island","training","q","11","600","9","","0.75","true","6","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"020c2a17-9b8e-4feb-8751-e6f65f0ca264","expedition","My island","training","q","11","600","10","","0.7","true","7","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"020c2a17-9b8e-4feb-8751-e6f65f0ca264","expedition","My island","training","q","11","600","11","","0.8","true","5","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"020c2a17-9b8e-4feb-8751-e6f65f0ca264","expedition","My island","training","q","11","600","12","","0.65","true","8","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"020c2a17-9b8e-4feb-8751-e6f65f0ca264","expedition","My island","training","q","11","600","13","","0.55","true","10","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"020c2a17-9b8e-4feb-8751-e6f65f0ca264","expedition","My island","training","q","11","600","14","","0.4","true","13","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"020c2a17-9b8e-4feb-8751-e6f65f0ca264","expedition","My island","training","q","11","600","15","","0.75","true","6","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"020c2a17-9b8e-4feb-8751-e6f65f0ca264","expedition","My island","training","q","11","600","16","","0.8","true","5","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"020c2a17-9b8e-4feb-8751-e6f65f0ca264","expedition","My island","training","q","11","600","17","","0.8","true","5","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"020c2a17-9b8e-4feb-8751-e6f65f0ca264","expedition","My island","training","q","11","600","18","","0.65","true","8","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"020c2a17-9b8e-4feb-8751-e6f65f0ca264","expedition","My island","training","q","11","600","19","","0.8","true","5","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"020c2a17-9b8e-4feb-8751-e6f65f0ca264","expedition","My island","training","q","11","600","20","","0.8","true","5","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"020c2a17-9b8e-4feb-8751-e6f65f0ca264","expedition","My island","training","q","11","600","21","","0.8","true","5","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"020c2a17-9b8e-4feb-8751-e6f65f0ca264","expedition","My island","training","q","11","600","22","","0.45000000000000007","true","12","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"020c2a17-9b8e-4feb-8751-e6f65f0ca264","expedition","My island","training","q","11","600","23","","0.8","true","5","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"020c2a17-9b8e-4feb-8751-e6f65f0ca264","expedition","My island","training","q","11","600","24","","0.8","true","5","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"020c2a17-9b8e-4feb-8751-e6f65f0ca264","expedition","My island","training","q","11","600","25","","0.7","true","7","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"020c2a17-9b8e-4feb-8751-e6f65f0ca264","expedition","My island","training","q","11","600","26","","0.8","true","5","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"020c2a17-9b8e-4feb-8751-e6f65f0ca264","expedition","My island","training","q","11","600","27","","0.8","true","5","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"020c2a17-9b8e-4feb-8751-e6f65f0ca264","expedition","My island","training","q","11","600","28","","0.8","true","5","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"020c2a17-9b8e-4feb-8751-e6f65f0ca264","expedition","My island","training","q","11","600","29","","0.7","true","7","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"020c2a17-9b8e-4feb-8751-e6f65f0ca264","expedition","My island","training","q","11","600","30","","0.75","true","6","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"020c2a17-9b8e-4feb-8751-e6f65f0ca264","expedition","My island","training","q","11","600","31","","0.7","true","7","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"020c2a17-9b8e-4feb-8751-e6f65f0ca264","expedition","My island","training","q","11","600","32","","0.55","true","10","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"020c2a17-9b8e-4feb-8751-e6f65f0ca264","expedition","My island","training","q","11","600","33","","0.8","true","5","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"020c2a17-9b8e-4feb-8751-e6f65f0ca264","expedition","My island","training","q","11","600","34","","0.7","true","7","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"020c2a17-9b8e-4feb-8751-e6f65f0ca264","expedition","My island","training","q","11","600","35","","0.8","true","5","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"020c2a17-9b8e-4feb-8751-e6f65f0ca264","expedition","My island","training","q","11","600","36","","0.7","true","7","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"020c2a17-9b8e-4feb-8751-e6f65f0ca264","expedition","My island","training","q","11","600","37","","0.65","true","8","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"020c2a17-9b8e-4feb-8751-e6f65f0ca264","expedition","My island","training","q","11","600","38","","0.4","true","13","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"020c2a17-9b8e-4feb-8751-e6f65f0ca264","expedition","My island","training","q","11","600","39","","0.8","true","5","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"020c2a17-9b8e-4feb-8751-e6f65f0ca264","expedition","My island","training","q","11","600","40","","0.7","true","7","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"020c2a17-9b8e-4feb-8751-e6f65f0ca264","expedition","My island","training","q","11","600","41","","0.8","true","5","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"020c2a17-9b8e-4feb-8751-e6f65f0ca264","expedition","My island","training","q","11","600","42","","0.8","true","5","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"020c2a17-9b8e-4feb-8751-e6f65f0ca264","expedition","My island","training","q","11","600","43","","0.75","true","6","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"020c2a17-9b8e-4feb-8751-e6f65f0ca264","expedition","My island","training","q","11","600","44","","0.65","true","8","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"020c2a17-9b8e-4feb-8751-e6f65f0ca264","expedition","My island","training","q","11","600","45","","0.65","true","8","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"020c2a17-9b8e-4feb-8751-e6f65f0ca264","expedition","My island","training","q","11","600","46","","0.8","true","5","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"020c2a17-9b8e-4feb-8751-e6f65f0ca264","expedition","My island","training","q","11","600","47","","0.7","true","7","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"020c2a17-9b8e-4feb-8751-e6f65f0ca264","expedition","My island","training","q","11","600","48","","0.8","true","5","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"020c2a17-9b8e-4feb-8751-e6f65f0ca264","expedition","My island","training","q","11","600","49","","0.8","true","5","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"020c2a17-9b8e-4feb-8751-e6f65f0ca264","expedition","My island","training","q","11","600","50","","0.8","true","5","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"020c2a17-9b8e-4feb-8751-e6f65f0ca264","expedition","My island","training","q","11","600","51","","0.8","true","5","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"020c2a17-9b8e-4feb-8751-e6f65f0ca264","expedition","My island","training","q","11","600","52","","0.8","true","5","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"020c2a17-9b8e-4feb-8751-e6f65f0ca264","expedition","My island","training","q","11","600","53","","0.7","true","7","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"020c2a17-9b8e-4feb-8751-e6f65f0ca264","expedition","My island","training","q","11","600","54","","0.8","true","5","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"020c2a17-9b8e-4feb-8751-e6f65f0ca264","expedition","My island","training","q","11","600","55","","0.8","true","5","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"020c2a17-9b8e-4feb-8751-e6f65f0ca264","expedition","My island","training","q","11","600","56","","0.8","true","5","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"020c2a17-9b8e-4feb-8751-e6f65f0ca264","expedition","My island","training","q","11","600","57","","0.8","true","5","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"020c2a17-9b8e-4feb-8751-e6f65f0ca264","expedition","My island","training","q","11","600","58","","0.8","true","5","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"020c2a17-9b8e-4feb-8751-e6f65f0ca264","expedition","My island","training","q","11","600","59","","0.7","true","7","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"020c2a17-9b8e-4feb-8751-e6f65f0ca264","expedition","My island","training","q","11","600","60","","0.8","true","5","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"020c2a17-9b8e-4feb-8751-e6f65f0ca264","expedition","My island","training","q","11","600","61","","0.75","true","6","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"020c2a17-9b8e-4feb-8751-e6f65f0ca264","expedition","My island","training","q","11","600","62","","0.55","true","10","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"020c2a17-9b8e-4feb-8751-e6f65f0ca264","expedition","My island","training","q","11","600","63","","0.6000000000000001","true","9","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"020c2a17-9b8e-4feb-8751-e6f65f0ca264","expedition","My island","training","q","11","600","64","","0.8","true","5","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
